"func","def","fungen","pkg","pag","fungen_bad","sinpagina"
"language object","Is an Object a Language Object?","is.language","base","278",,
"language objects","Is an Object a Language Object?","is.language","base","278",,
"lapply","Apply a Function over a List or Vector","lapply","base","292",,
"last.warning","Print Warning Messages","warnings","base","648",,
"La_library","LAPACK Library","La_library","base","295",,
"La_version","LAPACK Version","La_version","base","296",,
"lbeta","Special Functions of Mathematics","Special","base","524",,
"lchoose","Special Functions of Mathematics","Special","base","524",,
"LC_ALL","Query or Set Aspects of the Locale","locales","base","317",,
"LC_COLLATE","Query or Set Aspects of the Locale","locales","base","317",,
"LC_CTYPE","Query or Set Aspects of the Locale","locales","base","317",,
"LC_MEASUREMENT","Query or Set Aspects of the Locale","locales","base","317",,
"LC_MESSAGES","Query or Set Aspects of the Locale","locales","base","317",,
"LC_MONETARY","Query or Set Aspects of the Locale","locales","base","317",,
"LC_NUMERIC","Query or Set Aspects of the Locale","locales","base","317",,
"LC_PAPER","Query or Set Aspects of the Locale","locales","base","317",,
"LC_TIME","Query or Set Aspects of the Locale","locales","base","317",,
"length","Length of an Object","length","base","297",,
"length.POSIXlt","Date-Time Classes","DateTimeClasses","base","126",,
"lengths","Lengths of List or Vector Elements","lengths","base","298",,
"LETTERS","Built-in Constants","Constants","base","109",,
"letters","Built-in Constants","Constants","base","109",,
"levels","Levels Attributes","levels","base","299",,
"lfactorial","Special Functions of Mathematics","Special","base","524",,
"lgamma","Special Functions of Mathematics","Special","base","524",,
"libcurlVersion","Report Version of libcurl","libcurlVersion","base","301",,
"library","Loading/Attaching and Listing of Packages","library","base","304",,
"library.dynam","Loading DLLs from Packages","library.dynam","base","307",,
"library.dynam.unload","Loading DLLs from Packages","library.dynam","base","307",,
"licence","The R License Terms","license","base","309",,
"license","The R License Terms","license","base","309",,
"list","Lists - Generic and Dotted Pairs","list","base","310",,
"list.dirs","List the Files in a Directory/Folder","list.files","base","312",,
"list.files","List the Files in a Directory/Folder","list.files","base","312",,
"list2DF","Create Data Frame From List","list2DF","base","313",,
"list2env","From A List, Build or Add To an Environment","list2env","base","314",,
"load","Reload Saved Datasets","load","base","315",,
"loadedNamespaces","Loading and Unloading Name Spaces","ns-load","base","373",,
"loadNamespace","Loading and Unloading Name Spaces","ns-load","base","373",,
"local","Evaluate an (Unevaluated) Expression","eval","base","177",,
"localeconv","Find Details of the Numerical and Monetary Representations in the Current Locale","Sys.localeconv","base","578",,
"locales","Query or Set Aspects of the Locale","locales","base","317",,
"lockBinding","Binding and Environment Locking, Active Bindings","bindenv","base","53",,
"lockEnvironment","Binding and Environment Locking, Active Bindings","bindenv","base","53",,
"log","Logarithms and Exponentials","log","base","320","Log",1
"log10","Logarithms and Exponentials","log","base","320","Log",1
"log1p","Logarithms and Exponentials","log","base","320","Log",1
"log2","Logarithms and Exponentials","log","base","320","Log",1
"logb","Logarithms and Exponentials","log","base","320","Log",1
"Logic","Logical Operators","Logic","base","321",,
"logical","Logical Vectors","logical","base","323",,
"long vector","Long Vectors","LongVectors","base","325",,
"Long vectors","Long Vectors","LongVectors","base","325",,
"long vectors","Long Vectors","LongVectors","base","325",,
"lower.tri","Lower and Upper Triangular Part of a Matrix","lower.tri","base","325",,
"ls","List Objects","ls","base","326",,
"make.names","Make Syntactically Valid Names","make.names","base","327",,
"make.unique","Make Character Strings Unique","make.unique","base","329",,
"makeActiveBinding","Binding and Environment Locking, Active Bindings","bindenv","base","53",,
"MAKEINDEX","Environment Variables","EnvVar","base","175",,
"Map","Common Higher-Order Functions in Functional Programming Languages","funprog","base","229",,
"mapply","Apply a Function to Multiple List or Vector Arguments","mapply","base","330",,
"margin.table","Compute table margins","marginSums","base","331",,
"marginSums","Compute table margins","marginSums","base","331",,
"mat.or.vec","Create a Matrix or a Vector","mat.or.vec","base","332",,
"match","Value Matching","match","base","332",,
"match.arg","Argument Verification Using Partial Matching","match.arg","base","334",,
"match.call","Argument Matching","match.call","base","336",,
"match.fun","Extract a Function Specified by Name","match.fun","base","337",,
"Math","S3 Group Generic Functions","groupGeneric","base","253",,
"Math.Date","Date Class","Dates","base","125",,
"Math.difftime","Time Intervals / Differences","difftime","base","146",,
"Math.factor","Factors","factor","base","196",,
"Math.POSIXlt","Date-Time Classes","DateTimeClasses","base","126",,
"Math.POSIXt","Date-Time Classes","DateTimeClasses","base","126",,
"matmult","Matrix Multiplication","matmult","base","339",,
"matrix","Matrices","matrix","base","340",,
"max","Maxima and Minima","Extremes","base","192",,
"max.col","Find Maximum Position in Matrix","maxCol","base","342",,
"MC_CORES","Options Settings","options","base","386",,
"mean","Arithmetic Mean","mean","base","343",,
"mean.Date","Date Class","Dates","base","125",,
"mean.difftime","Time Intervals / Differences","difftime","base","146",,
"mean.POSIXct","Date-Time Classes","DateTimeClasses","base","126",,
"mem.maxVSize","Query and Set Heap Size Limits","memlimits","base","346",,
"memCompress","In-memory Compression and Decompression","memCompress","base","344",,
"memDecompress","In-memory Compression and Decompression","memCompress","base","344",,
"Memory","Memory Available for Data Storage","Memory","base","346",,
"Memory-limits","Memory Limits in R","Memory-limits","base","347",,
"memory.profile","Profile the Usage of Cons Cells","memory.profile","base","349",,
"merge","Merge Two Data Frames","merge","base","349",,
"message","Diagnostic Messages","message","base","352",,
"mget","Return the Value of a Named Object","get","base","235",,
"min","Maxima and Minima","Extremes","base","192",,
"missing","Does a Formal Argument have a Value?","missing","base","353",,
"Mod","Complex Numbers and Basic Functionality","complex","base","92",,
"mode","The (Storage) Mode of an Object","mode","base","354",,
"month.abb","Built-in Constants","Constants","base","109",,
"months","Extract Parts of a POSIXt or Date Object","weekday.POSIXt","base","595",,
"mtfrm","Auxiliary Function for Matching","mtfrm","base","355",,
"NA","'Not Available' / Missing Values","NA","base","356",,
"name","Names and Symbols","name","base","358",,
"names","The Names of an Object","names","base","359",,
"names.POSIXlt","Date-Time Classes","DateTimeClasses","base","126",,
"NaN","Finite, Infinite and NaN Numbers","is.finite","base","276",,
"nargs","The Number of Arguments to a Function","nargs","base","361",,
"NativeSymbol","Obtain a Description of one or more Native (C/Fortran) Symbols","getNativeSymbolInfo","base","239",,
"NativeSymbolInfo","Obtain a Description of one or more Native (C/Fortran) Symbols","getNativeSymbolInfo","base","239",,
"NA_character_","'Not Available' / Missing Values","NA","base","356",,
"NA_complex_","'Not Available' / Missing Values","NA","base","356",,
"NA_integer_","'Not Available' / Missing Values","NA","base","356",,
"NA_real_","'Not Available' / Missing Values","NA","base","356",,
"nchar","Count the Number of Characters (or Bytes or Width)","nchar","base","362",,
"NCOL","The Number of Rows/Columns of an Array","nrow","base","370",,
"ncol","The Number of Rows/Columns of an Array","nrow","base","370",,
"Negate","Common Higher-Order Functions in Functional Programming Languages","funprog","base","229",,
"new.env","Environment Access","environment","base","172",,
"next","Control Flow","Control","base","110",,
"NextMethod","Class Methods","UseMethod","base","635",,
"ngettext","Translate Text Messages","gettext","base","241",,
"nlevels","The Number of Levels of a Factor","nlevels","base","364",,
"nodeStackOverflowError","Stack Overflow Errors","StackOverflows","base","538",,
"noquote","Class for 'no quote' Printing of Character Strings","noquote","base","365",,
"norm","Compute the Norm of a Matrix","norm","base","2393",,
"normalizePath","Express File Paths in Canonical Form","normalizePath","base","368",,
"NotYetImplemented","Not Yet Implemented Functions and Unused Arguments","notyet","base","595",,
"NotYetUsed","Not Yet Implemented Functions and Unused Arguments","notyet","base","595",,
"NROW","The Number of Rows/Columns of an Array","nrow","base","370",,
"nrow","The Number of Rows/Columns of an Array","nrow","base","370",,
"NULL","The Null Object","NULL","base","376",,
"nullfile","Display Connections","showConnections","base","508",,
"numeric","Numeric Vectors","numeric","base","378",,
"NumericConstants","Numeric Constants","NumericConstants","base","379",,
"numeric_version","Numeric Versions","numeric_version","base","381",,
"numToBits","Convert to or from (Bit/Packed) Raw Vectors","rawConversion","base","450",,
"numToInts","Convert to or from (Bit/Packed) Raw Vectors","rawConversion","base","450",,
"nzchar","Count the Number of Characters (or Bytes or Width)","nchar","base","362",,
"objects","List Objects","ls","base","326",,
"octmode","Integer Numbers Displayed in Octal","octmode","base","382",,
"oldClass","Object Classes","class","base","2555",,
"OlsonNames","Time Zones","timezones","base","611",,
"on.exit","Function Exit Code","on.exit","base","384",,
"open","Functions to Manipulate Connections (Files, URLs, ...)","connections","base","99",,
"open.srcfile","References to Source Files and Code","srcfile","base","535",,
"open.srcfilealias","References to Source Files and Code","srcfile","base","535",,
"Ops","S3 Group Generic Functions","groupGeneric","base","253",,
"Ops.Date","Operators on the Date Class","Ops.Date","base","385",,
"Ops.difftime","Time Intervals / Differences","difftime","base","146",,
"Ops.factor","Factors","factor","base","196",,
"Ops.numeric_version","Numeric Versions","numeric_version","base","381",,
"Ops.ordered","Factors","factor","base","196",,
"Ops.POSIXt","Date-Time Classes","DateTimeClasses","base","126",,
"option","Options Settings","options","base","386",,
"options","Options Settings","options","base","386",,
"order","Ordering Permutation","order","base","396",,
"ordered","Factors","factor","base","196",,
"outer","Outer Product of Arrays","outer","base","399",,
"packageEvent","Functions to Get and Set Hooks for Load, Attach, Detach and Unload","userhooks","base","637",,
"packageNotFoundError","Find Packages","find.package","base","209",,
"packageStartupMessage","Diagnostic Messages","message","base","352",,
