"","func","def","fungen","pkg","pag"
"473","isOpen","Functions to Manipulate Connections (Files, URLs, ...)","connections","base","99"
"474","isRestart","Condition Handling and Recovery","conditions","base","94"
"475","isS4","Test for an S4 object","isS4","base","283"
"476","isSeekable","Functions to Reposition Connections","seek","base","498"
"477","isSymmetric","Test if a Matrix or other Object is Symmetric (Hermitian)","isSymmetric","base","285"
"478","isTRUE","Logical Operators","Logic","base","321"
"479","jitter","'Jitter' (Add Noise) to Numbers","jitter","base","286"
"480","julian","Extract Parts of a POSIXt or Date Object","weekday.POSIXt","base","595"
"481","kappa","Compute or Estimate the Condition Number of a Matrix","kappa","base","287"
"482","kronecker","Kronecker Products on Arrays","kronecker","base","289"
"483","l10n_info","Localization Information","l10n_info","base","290"
"484","La.svd","Singular Value Decomposition of a Matrix","svd","base","567"
"485","labels","Find Labels from Object","labels","base","291"
"486","LANGUAGE","Environment Variables","EnvVar","base","175"
"487","language","Is an Object a Language Object?","is.language","base","278"
"488","language object","Is an Object a Language Object?","is.language","base","278"
"489","language objects","Is an Object a Language Object?","is.language","base","278"
"490","lapply","Apply a Function over a List or Vector","lapply","base","292"
"491","last.warning","Print Warning Messages","warnings","base","648"
"492","La_library","LAPACK Library","La_library","base","295"
"493","La_version","LAPACK Version","La_version","base","296"
"494","lbeta","Special Functions of Mathematics","Special","base","524"
"495","lchoose","Special Functions of Mathematics","Special","base","524"
"496","LC_ALL","Query or Set Aspects of the Locale","locales","base","317"
"497","LC_COLLATE","Query or Set Aspects of the Locale","locales","base","317"
"498","LC_CTYPE","Query or Set Aspects of the Locale","locales","base","317"
"499","LC_MEASUREMENT","Query or Set Aspects of the Locale","locales","base","317"
"500","LC_MESSAGES","Query or Set Aspects of the Locale","locales","base","317"
"501","LC_MONETARY","Query or Set Aspects of the Locale","locales","base","317"
"502","LC_NUMERIC","Query or Set Aspects of the Locale","locales","base","317"
"503","LC_PAPER","Query or Set Aspects of the Locale","locales","base","317"
"504","LC_TIME","Query or Set Aspects of the Locale","locales","base","317"
"505","length","Length of an Object","length","base","297"
"506","length.POSIXlt","Date-Time Classes","DateTimeClasses","base","126"
"507","lengths","Lengths of List or Vector Elements","lengths","base","298"
"508","LETTERS","Built-in Constants","Constants","base","109"
"509","letters","Built-in Constants","Constants","base","109"
"510","levels","Levels Attributes","levels","base","299"
"511","lfactorial","Special Functions of Mathematics","Special","base","524"
"512","lgamma","Special Functions of Mathematics","Special","base","524"
"513","libcurlVersion","Report Version of libcurl","libcurlVersion","base","301"
"514","library","Loading/Attaching and Listing of Packages","library","base","304"
"515","library.dynam","Loading DLLs from Packages","library.dynam","base","307"
"516","library.dynam.unload","Loading DLLs from Packages","library.dynam","base","307"
"517","licence","The R License Terms","license","base","309"
"518","license","The R License Terms","license","base","309"
"519","list","Lists - Generic and Dotted Pairs","list","base","310"
"520","list.dirs","List the Files in a Directory/Folder","list.files","base","312"
"521","list.files","List the Files in a Directory/Folder","list.files","base","312"
"522","list2DF","Create Data Frame From List","list2DF","base","313"
"523","list2env","From A List, Build or Add To an Environment","list2env","base","314"
"524","load","Reload Saved Datasets","load","base","315"
"525","loadedNamespaces","Loading and Unloading Name Spaces","ns-load","base","373"
"526","loadNamespace","Loading and Unloading Name Spaces","ns-load","base","373"
"527","local","Evaluate an (Unevaluated) Expression","eval","base","177"
"528","localeconv","Find Details of the Numerical and Monetary Representations in the Current Locale","Sys.localeconv","base","578"
"529","locales","Query or Set Aspects of the Locale","locales","base","317"
"530","lockBinding","Binding and Environment Locking, Active Bindings","bindenv","base","53"
"531","lockEnvironment","Binding and Environment Locking, Active Bindings","bindenv","base","53"
"532","log","Logarithms and Exponentials","Log","base",""
"533","log10","Logarithms and Exponentials","Log","base",""
"534","log1p","Logarithms and Exponentials","Log","base",""
"535","log2","Logarithms and Exponentials","Log","base",""
"536","logb","Logarithms and Exponentials","Log","base",""
"537","Logic","Logical Operators","Logic","base","321"
"538","logical","Logical Vectors","logical","base","323"
"539","long vector","Long Vectors","LongVectors","base","325"
"540","Long vectors","Long Vectors","LongVectors","base","325"
"541","long vectors","Long Vectors","LongVectors","base","325"
"542","lower.tri","Lower and Upper Triangular Part of a Matrix","lower.tri","base","325"
"543","ls","List Objects","ls","base","326"
"544","make.names","Make Syntactically Valid Names","make.names","base","327"
"545","make.unique","Make Character Strings Unique","make.unique","base","329"
"546","makeActiveBinding","Binding and Environment Locking, Active Bindings","bindenv","base","53"
"547","MAKEINDEX","Environment Variables","EnvVar","base","175"
"548","Map","Common Higher-Order Functions in Functional Programming Languages","funprog","base","229"
"549","mapply","Apply a Function to Multiple List or Vector Arguments","mapply","base","330"
"550","margin.table","Compute table margins","marginSums","base","331"
"551","marginSums","Compute table margins","marginSums","base","331"
"552","mat.or.vec","Create a Matrix or a Vector","mat.or.vec","base","332"
"553","match","Value Matching","match","base","332"
"554","match.arg","Argument Verification Using Partial Matching","match.arg","base","334"
"555","match.call","Argument Matching","match.call","base","336"
"556","match.fun","Extract a Function Specified by Name","match.fun","base","337"
"557","Math","S3 Group Generic Functions","groupGeneric","base","253"
"558","Math.Date","Date Class","Dates","base","125"
"559","Math.difftime","Time Intervals / Differences","difftime","base","146"
"560","Math.factor","Factors","factor","base","196"
"561","Math.POSIXlt","Date-Time Classes","DateTimeClasses","base","126"
"562","Math.POSIXt","Date-Time Classes","DateTimeClasses","base","126"
"563","matmult","Matrix Multiplication","matmult","base","339"
"564","matrix","Matrices","matrix","base","340"
"565","max","Maxima and Minima","Extremes","base","192"
"566","max.col","Find Maximum Position in Matrix","maxCol","base","342"
"567","MC_CORES","Options Settings","options","base","386"
"568","mean","Arithmetic Mean","mean","base","343"
"569","mean.Date","Date Class","Dates","base","125"
"570","mean.difftime","Time Intervals / Differences","difftime","base","146"
"571","mean.POSIXct","Date-Time Classes","DateTimeClasses","base","126"
"572","mem.maxVSize","Query and Set Heap Size Limits","memlimits","base","346"
"573","memCompress","In-memory Compression and Decompression","memCompress","base","344"
"574","memDecompress","In-memory Compression and Decompression","memCompress","base","344"
"575","Memory","Memory Available for Data Storage","Memory","base","346"
"576","Memory-limits","Memory Limits in R","Memory-limits","base","347"
"577","memory.profile","Profile the Usage of Cons Cells","memory.profile","base","349"
"578","merge","Merge Two Data Frames","merge","base","349"
"579","message","Diagnostic Messages","message","base","352"
"580","mget","Return the Value of a Named Object","get","base","235"
"581","min","Maxima and Minima","Extremes","base","192"
"582","missing","Does a Formal Argument have a Value?","missing","base","353"
"583","Mod","Complex Numbers and Basic Functionality","complex","base","92"
"584","mode","The (Storage) Mode of an Object","mode","base","354"
"585","month.abb","Built-in Constants","Constants","base","109"
"586","months","Extract Parts of a POSIXt or Date Object","weekday.POSIXt","base","595"
"587","mtfrm","Auxiliary Function for Matching","mtfrm","base","355"
"588","NA","'Not Available' / Missing Values","NA","base","356"
"589","name","Names and Symbols","name","base","358"
"590","names","The Names of an Object","names","base","359"
"591","names.POSIXlt","Date-Time Classes","DateTimeClasses","base","126"
"592","NaN","Finite, Infinite and NaN Numbers","is.finite","base","276"
"593","nargs","The Number of Arguments to a Function","nargs","base","361"
"594","NativeSymbol","Obtain a Description of one or more Native (C/Fortran) Symbols","getNativeSymbolInfo","base","239"
"595","NativeSymbolInfo","Obtain a Description of one or more Native (C/Fortran) Symbols","getNativeSymbolInfo","base","239"
"596","NA_character_","'Not Available' / Missing Values","NA","base","356"
"597","NA_complex_","'Not Available' / Missing Values","NA","base","356"
"598","NA_integer_","'Not Available' / Missing Values","NA","base","356"
"599","NA_real_","'Not Available' / Missing Values","NA","base","356"
"600","nchar","Count the Number of Characters (or Bytes or Width)","nchar","base","362"
"601","NCOL","The Number of Rows/Columns of an Array","nrow","base","370"
"602","ncol","The Number of Rows/Columns of an Array","nrow","base","370"
"603","Negate","Common Higher-Order Functions in Functional Programming Languages","funprog","base","229"
"604","new.env","Environment Access","environment","base","172"
"605","next","Control Flow","Control","base","110"
"606","NextMethod","Class Methods","UseMethod","base","635"
"607","ngettext","Translate Text Messages","gettext","base","241"
"608","nlevels","The Number of Levels of a Factor","nlevels","base","364"
"609","nodeStackOverflowError","Stack Overflow Errors","StackOverflows","base","538"
"610","noquote","Class for 'no quote' Printing of Character Strings","noquote","base","365"
"611","norm","Compute the Norm of a Matrix","norm","base","2393"
"612","normalizePath","Express File Paths in Canonical Form","normalizePath","base","368"
"613","NotYetImplemented","Not Yet Implemented Functions and Unused Arguments","notyet","base","595"
