"","func","def","fungen","pkg","pag"
"472","isOpen","Functions to Manipulate Connections (Files, URLs, ...)","connections","base","99"
"473","isRestart","Condition Handling and Recovery","conditions","base","94"
"474","isS4","Test for an S4 object","isS4","base","283"
"475","isSeekable","Functions to Reposition Connections","seek","base","498"
"476","isSymmetric","Test if a Matrix or other Object is Symmetric (Hermitian)","isSymmetric","base","285"
"477","isTRUE","Logical Operators","Logic","base","321"
"478","jitter","'Jitter' (Add Noise) to Numbers","jitter","base","286"
"479","julian","Extract Parts of a POSIXt or Date Object","weekday.POSIXt","base","595"
"480","kappa","Compute or Estimate the Condition Number of a Matrix","kappa","base","287"
"481","kronecker","Kronecker Products on Arrays","kronecker","base","289"
"482","l10n_info","Localization Information","l10n_info","base","290"
"483","La.svd","Singular Value Decomposition of a Matrix","svd","base","567"
"484","labels","Find Labels from Object","labels","base","291"
"485","LANGUAGE","Environment Variables","EnvVar","base","175"
"486","language","Is an Object a Language Object?","is.language","base","278"
"487","language object","Is an Object a Language Object?","is.language","base","278"
"488","language objects","Is an Object a Language Object?","is.language","base","278"
"489","lapply","Apply a Function over a List or Vector","lapply","base","292"
"490","last.warning","Print Warning Messages","warnings","base","648"
"491","La_library","LAPACK Library","La_library","base","295"
"492","La_version","LAPACK Version","La_version","base","296"
"493","lbeta","Special Functions of Mathematics","Special","base","524"
"494","lchoose","Special Functions of Mathematics","Special","base","524"
"495","LC_ALL","Query or Set Aspects of the Locale","locales","base","317"
"496","LC_COLLATE","Query or Set Aspects of the Locale","locales","base","317"
"497","LC_CTYPE","Query or Set Aspects of the Locale","locales","base","317"
"498","LC_MEASUREMENT","Query or Set Aspects of the Locale","locales","base","317"
"499","LC_MESSAGES","Query or Set Aspects of the Locale","locales","base","317"
"500","LC_MONETARY","Query or Set Aspects of the Locale","locales","base","317"
"501","LC_NUMERIC","Query or Set Aspects of the Locale","locales","base","317"
"502","LC_PAPER","Query or Set Aspects of the Locale","locales","base","317"
"503","LC_TIME","Query or Set Aspects of the Locale","locales","base","317"
"504","length","Length of an Object","length","base","297"
"505","length.POSIXlt","Date-Time Classes","DateTimeClasses","base","126"
"506","lengths","Lengths of List or Vector Elements","lengths","base","298"
"507","LETTERS","Built-in Constants","Constants","base","109"
"508","letters","Built-in Constants","Constants","base","109"
"509","levels","Levels Attributes","levels","base","299"
"510","lfactorial","Special Functions of Mathematics","Special","base","524"
"511","lgamma","Special Functions of Mathematics","Special","base","524"
"512","libcurlVersion","Report Version of libcurl","libcurlVersion","base","301"
"513","library","Loading/Attaching and Listing of Packages","library","base","304"
"514","library.dynam","Loading DLLs from Packages","library.dynam","base","307"
"515","library.dynam.unload","Loading DLLs from Packages","library.dynam","base","307"
"516","licence","The R License Terms","license","base","309"
"517","license","The R License Terms","license","base","309"
"518","list","Lists - Generic and Dotted Pairs","list","base","310"
"519","list.dirs","List the Files in a Directory/Folder","list.files","base","312"
"520","list.files","List the Files in a Directory/Folder","list.files","base","312"
"521","list2DF","Create Data Frame From List","list2DF","base","313"
"522","list2env","From A List, Build or Add To an Environment","list2env","base","314"
"523","load","Reload Saved Datasets","load","base","315"
"524","loadedNamespaces","Loading and Unloading Name Spaces","ns-load","base","373"
"525","loadNamespace","Loading and Unloading Name Spaces","ns-load","base","373"
"526","local","Evaluate an (Unevaluated) Expression","eval","base","177"
"527","localeconv","Find Details of the Numerical and Monetary Representations in the Current Locale","Sys.localeconv","base","578"
"528","locales","Query or Set Aspects of the Locale","locales","base","317"
"529","lockBinding","Binding and Environment Locking, Active Bindings","bindenv","base","53"
"530","lockEnvironment","Binding and Environment Locking, Active Bindings","bindenv","base","53"
"531","log","Logarithms and Exponentials","log","base","320"
"532","log10","Logarithms and Exponentials","log","base","320"
"533","log1p","Logarithms and Exponentials","log","base","320"
"534","log2","Logarithms and Exponentials","log","base","320"
"535","logb","Logarithms and Exponentials","log","base","320"
"536","Logic","Logical Operators","Logic","base","321"
"537","logical","Logical Vectors","logical","base","323"
"538","long vector","Long Vectors","LongVectors","base","325"
"539","Long vectors","Long Vectors","LongVectors","base","325"
"540","long vectors","Long Vectors","LongVectors","base","325"
"541","lower.tri","Lower and Upper Triangular Part of a Matrix","lower.tri","base","325"
"542","ls","List Objects","ls","base","326"
"543","make.names","Make Syntactically Valid Names","make.names","base","327"
"544","make.unique","Make Character Strings Unique","make.unique","base","329"
"545","makeActiveBinding","Binding and Environment Locking, Active Bindings","bindenv","base","53"
"546","MAKEINDEX","Environment Variables","EnvVar","base","175"
"547","Map","Common Higher-Order Functions in Functional Programming Languages","funprog","base","229"
"548","mapply","Apply a Function to Multiple List or Vector Arguments","mapply","base","330"
"549","margin.table","Compute table margins","marginSums","base","331"
"550","marginSums","Compute table margins","marginSums","base","331"
"551","mat.or.vec","Create a Matrix or a Vector","mat.or.vec","base","332"
"552","match","Value Matching","match","base","332"
"553","match.arg","Argument Verification Using Partial Matching","match.arg","base","334"
"554","match.call","Argument Matching","match.call","base","336"
"555","match.fun","Extract a Function Specified by Name","match.fun","base","337"
"556","Math","S3 Group Generic Functions","groupGeneric","base","253"
"557","Math.Date","Date Class","Dates","base","125"
"558","Math.difftime","Time Intervals / Differences","difftime","base","146"
"559","Math.factor","Factors","factor","base","196"
"560","Math.POSIXlt","Date-Time Classes","DateTimeClasses","base","126"
"561","Math.POSIXt","Date-Time Classes","DateTimeClasses","base","126"
"562","matmult","Matrix Multiplication","matmult","base","339"
"563","matrix","Matrices","matrix","base","340"
"564","max","Maxima and Minima","Extremes","base","192"
"565","max.col","Find Maximum Position in Matrix","maxCol","base","342"
"566","MC_CORES","Options Settings","options","base","386"
"567","mean","Arithmetic Mean","mean","base","343"
"568","mean.Date","Date Class","Dates","base","125"
"569","mean.difftime","Time Intervals / Differences","difftime","base","146"
"570","mean.POSIXct","Date-Time Classes","DateTimeClasses","base","126"
"571","mem.maxVSize","Query and Set Heap Size Limits","memlimits","base","346"
"572","memCompress","In-memory Compression and Decompression","memCompress","base","344"
"573","memDecompress","In-memory Compression and Decompression","memCompress","base","344"
"574","Memory","Memory Available for Data Storage","Memory","base","346"
"575","Memory-limits","Memory Limits in R","Memory-limits","base","347"
"576","memory.profile","Profile the Usage of Cons Cells","memory.profile","base","349"
"577","merge","Merge Two Data Frames","merge","base","349"
"578","message","Diagnostic Messages","message","base","352"
"579","mget","Return the Value of a Named Object","get","base","235"
"580","min","Maxima and Minima","Extremes","base","192"
"581","missing","Does a Formal Argument have a Value?","missing","base","353"
"582","Mod","Complex Numbers and Basic Functionality","complex","base","92"
"583","mode","The (Storage) Mode of an Object","mode","base","354"
"584","month.abb","Built-in Constants","Constants","base","109"
"585","months","Extract Parts of a POSIXt or Date Object","weekday.POSIXt","base","595"
"586","mtfrm","Auxiliary Function for Matching","mtfrm","base","355"
"587",NA,"'Not Available' / Missing Values",NA,"base","356"
"588","name","Names and Symbols","name","base","358"
"589","names","The Names of an Object","names","base","359"
"590","names.POSIXlt","Date-Time Classes","DateTimeClasses","base","126"
"591","NaN","Finite, Infinite and NaN Numbers","is.finite","base","276"
"592","nargs","The Number of Arguments to a Function","nargs","base","361"
"593","NativeSymbol","Obtain a Description of one or more Native (C/Fortran) Symbols","getNativeSymbolInfo","base","239"
"594","NativeSymbolInfo","Obtain a Description of one or more Native (C/Fortran) Symbols","getNativeSymbolInfo","base","239"
"595","NA_character_","'Not Available' / Missing Values",NA,"base","356"
"596","NA_complex_","'Not Available' / Missing Values",NA,"base","356"
"597","NA_integer_","'Not Available' / Missing Values",NA,"base","356"
"598","NA_real_","'Not Available' / Missing Values",NA,"base","356"
"599","nchar","Count the Number of Characters (or Bytes or Width)","nchar","base","362"
"600","NCOL","The Number of Rows/Columns of an Array","nrow","base","370"
"601","ncol","The Number of Rows/Columns of an Array","nrow","base","370"
"602","Negate","Common Higher-Order Functions in Functional Programming Languages","funprog","base","229"
"603","new.env","Environment Access","environment","base","172"
"604","next","Control Flow","Control","base","110"
"605","NextMethod","Class Methods","UseMethod","base","635"
"606","ngettext","Translate Text Messages","gettext","base","241"
"607","nlevels","The Number of Levels of a Factor","nlevels","base","364"
"608","nodeStackOverflowError","Stack Overflow Errors","StackOverflows","base","538"
"609","noquote","Class for 'no quote' Printing of Character Strings","noquote","base","365"
"610","norm","Compute the Norm of a Matrix","norm","base","2393"
"611","normalizePath","Express File Paths in Canonical Form","normalizePath","base","368"
"612","NotYetImplemented","Not Yet Implemented Functions and Unused Arguments","notyet","base","595"
